,Cookie Name,Domains Associated With,Cookie Expiration,Cookie Security,HTTP Only Status,Total Number of Sites With Cookie,Number of Luxury Clothing Companies With Cookie,Number of Fast Fashion Companies With Cookie,Number of Technology Companies With Cookie,Number of Car Companies with Cookie
621,_tracking_consent,"['.lanvin.com', '.oscardelarenta.com', '.peppermayo.com', '.edikted.com']",Expires at 1764744596,Not secure,Not HTTP Only,4,2,2,0,0
622,acer_cdn_uc,['www.acer.com'],Does not expire,Secure,Not HTTP Only,1,0,0,1,0
623,__attentive_ss_referrer,"['www.oscardelarenta.com', 'www.guess.com', 'www.oneplus.com']",Expires at 1766903701,Secure,Not HTTP Only,3,1,1,1,0
624,websdk_prev_page,"['www.prada.com', 'www.miumiu.com']",Does not expire,Not secure,Not HTTP Only,2,2,0,0,0
625,s_invisit,['.audiusa.com'],Expires at 1733208574,Not secure,Not HTTP Only,1,0,0,0,1
626,__hssrc,['.panasonic.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
627,stimgs,['www.garageclothing.com'],Expires at 1733211045,Not secure,Not HTTP Only,1,0,1,0,0
628,TDID,"['.adsrvr.org', '.adsrvr.org', '.adsrvr.org']",Expires at 1764747436,Secure,Not HTTP Only,3,0,0,0,3
629,aep_usuc_f,"['.aliexpress.ru', '.aliexpress.us', '.aliexpress.com']",Expires at 3880691288,Secure,Not HTTP Only,3,0,3,0,0
630,AWSALBCORS,"['at1.listrakbi.com', 's1.listrakbi.com', 'www.mbusa.com', 'www.jaguarusa.com']",Expires at 1733813442,Secure,Not HTTP Only,4,2,0,0,2
631,s_prev_pn,['.valentino.com'],Expires at 1733209486,Secure,Not HTTP Only,1,1,0,0,0
632,browseLanguage,['www.asos.com'],Expires at 1764738001,Not secure,Not HTTP Only,1,0,1,0,0
633,previous_page,['.ferrari.com'],Expires at 1733210036,Not secure,Not HTTP Only,1,0,0,0,1
634,customerZipCode,['.bestbuy.com'],Expires at 1733294223,Not secure,Not HTTP Only,1,0,0,1,0
635,webpush_popup_timestamp,['www.garageclothing.com'],Does not expire,Secure,Not HTTP Only,1,0,1,0,0
636,hasGmid,['.cdc.prada.com'],Expires at 1748928682,Secure,Not HTTP Only,1,1,0,0,0
637,WTPERSIST,['.oracle.com'],Expires at 1764744759,Not secure,Not HTTP Only,1,0,0,1,0
638,affinity,['www.vw.com'],Does not expire,Secure,HTTP Only,1,0,0,0,1
639,mt_mop,['.mathtag.com'],Expires at 1735799131,Secure,Not HTTP Only,1,0,0,0,1
640,taboola_session_id,"['.taboola.com', '.taboola.com']",Does not expire,Secure,Not HTTP Only,2,0,1,1,0
641,redirectedCountry,['.oneplus.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
642,dellinc!mboxSession,['.stt.dell.com'],Expires at 1733208216,Secure,HTTP Only,1,0,0,1,0
643,rxvt,"['.boohoo.com', '.prettylittlething.com', '.abercrombie.com', '.nastygal.com', '.hollisterco.com', '.www.bestbuy.com', '.ford.com', '.ferrari.com']",Does not expire,Not secure,Not HTTP Only,8,0,5,1,2
644,JSESSIONID,"['www.gucci.com', 'www.ferragamo.com', 'www.miumiu.com', 'www2.hm.com', 'www.uniqlo.com', '.www.express.com', 'www.toshiba.com', 'c212.net', 'www.jeep.com', 'www.dodge.com', 'www.miniusa.com']",Does not expire,Not secure,HTTP Only,11,3,3,1,4
645,_gid,"['.valentino.com', '.ferragamo.com', '.maisonmargiela.com', '.peppermayo.com', '.lulus.com', '.aliexpress.us', '.cottonon.com', '.edikted.com', '.toshiba.com', '.kia.com', '.hyundaiusa.com']",Expires at 1733293514,Not secure,Not HTTP Only,11,3,5,1,2
646,dwanonymous_4d569ab8ea7c0b26e33e278411872e82,['www.givenchy.com'],Expires at 1748759494,Secure,Not HTTP Only,1,1,0,0,0
647,rmuid,"['.linksynergy.com', '.linksynergy.com', '.linksynergy.com']",Expires at 1764745052,Secure,Not HTTP Only,3,0,2,1,0
648,urbn_auth_payload,['.anthropologie.com'],Expires at 1748759112,Secure,Not HTTP Only,1,0,1,0,0
649,AMCVS_8F8B67C25245B30D0A490D4C%40AdobeOrg,['.toyota.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,0,1
650,trusr,['.listrakbi.com'],Expires at 2048744902,Secure,Not HTTP Only,1,1,0,0,0
651,ab-exp-conf,['www.gucci.com'],Expires at 1733288301,Not secure,HTTP Only,1,1,0,0,0
652,_ot_session_id,['.mi.com'],Expires at 1733209448,Not secure,Not HTTP Only,1,0,0,1,0
653,kndctr_89B51D4B55B90FBA7F000101_AdobeOrg_cluster,['.prada.com'],Expires at 1733205704,Secure,Not HTTP Only,1,1,0,0,0
654,akamref,['.www2.hm.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
655,s_cc,"['.valentino.com', '.maisonmargiela.com', '.asos.com', '.apple.com', '.nvidia.com', '.oracle.com', '.ford.com', '.audiusa.com', '.hyundaiusa.com']",Does not expire,Not secure,Not HTTP Only,9,2,1,3,3
656,cquid,"['www.ralphlauren.com', 'www.cartier.com', 'www.givenchy.com', 'www.celine.com', 'www.loewe.com', 'us.balmain.com', 'www.maisonmargiela.com', 'www.jimmychoo.com', 'us.jimmychoo.com', 'www.forever21.com', 'www.guess.com', 'cottonon.com', 'www.pacsun.com', 'www.garageclothing.com', 'www.bose.com', 'www.jbl.com']",Does not expire,Secure,Not HTTP Only,16,9,5,2,0
657,_s_fpv,['.asos.com'],Expires at 1733203829,Not secure,Not HTTP Only,1,0,1,0,0
658,countryBannerStatus,"['.www.boohoo.com', '.www.nastygal.com']",Expires at 1764743810,Secure,Not HTTP Only,2,0,2,0,0
659,AWSELBCORS,['www.miumiu.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
660,usid_LOE_USA,['www.loewe.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
661,YEDGESESSION,['.cartier.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
662,check,['.dell.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
663,dwac_0e3a5734876aef181a229dae50,['www.garageclothing.com'],Does not expire,Secure,Not HTTP Only,1,0,1,0,0
664,inside-eu8,['.oscardelarenta.com'],Expires at 1764748100,Secure,Not HTTP Only,1,1,0,0,0
665,keyStoreDataversion,['.asos.com'],Expires at 1733205601,Not secure,Not HTTP Only,1,0,1,0,0
666,t2s-analytics,['.maxmara.com'],Expires at 1766903313,Secure,Not HTTP Only,1,1,0,0,0
667,_ga_BS11RB13VK,['.hyundaiusa.com'],Expires at 1796279121,Not secure,Not HTTP Only,1,0,0,0,1
668,_abck,"['.gucci.com', '.prada.com', '.cartier.com', '.maxmara.com', '.givenchy.com', '.celine.com', '.loewe.com', '.jimmychoo.com', '.asos.com', '.hm.com', '.uniqlo.com', '.prettylittlething.com', '.express.com', '.primark.com', '.dell.com', '.hp.com', '.lenovo.com', '.sony.com', '.bestbuy.com', '.bbystatic.com', '.amd.com', '.ford.com', '.nissanusa.com']",Expires at 1764742986,Secure,Not HTTP Only,23,8,6,7,2
669,ms_uid,['cottonon.com'],Expires at 1764744151,Secure,Not HTTP Only,1,0,1,0,0
670,__COM_SPEED,['.samsung.com'],Expires at 1733289391,Not secure,Not HTTP Only,1,0,0,1,0
671,MSPBack,['.login.live.com'],Does not expire,Secure,Not HTTP Only,1,0,0,1,0
672,LPSessionID,['va.v.liveperson.net'],Does not expire,Not secure,HTTP Only,1,0,0,0,1
673,_sp_id.f146,['edikted.com'],Expires at 1796280618,Secure,Not HTTP Only,1,0,1,0,0
674,bm_so,"['.cartier.com', '.oracle.com']",Expires at 1733295146,Secure,Not HTTP Only,2,1,0,1,0
675,_vwo_sn,"['.acer.com', '.anker.com']",Expires at 1733210833,Not secure,Not HTTP Only,2,0,0,2,0
676,__rtbh.lid,"['www.uniqlo.com', 'www.aliexpress.us', 'edikted.com', 'www.garageclothing.com']",Expires at 1764745243,Secure,Not HTTP Only,4,0,4,0,0
677,_ga_CSW25G59YX,['.peppermayo.com'],Expires at 1796283888,Not secure,Not HTTP Only,1,0,1,0,0
678,dfUserSub,['www.off---white.com'],Does not expire,Secure,HTTP Only,1,1,0,0,0
679,pmuser_country,['www.amd.com'],Expires at 1734417953,Not secure,Not HTTP Only,1,0,0,1,0
680,urbn_tracer,['.anthropologie.com'],Expires at 1748759112,Secure,Not HTTP Only,1,0,1,0,0
681,personalization_id,"['.twitter.com', '.twitter.com', '.twitter.com', '.twitter.com']",Expires at 1796281043,Secure,Not HTTP Only,4,0,1,3,0
682,_sp_ses.f146,['edikted.com'],Expires at 1733210418,Secure,Not HTTP Only,1,0,1,0,0
683,dwac_fa405fa03937a33dfd12903919,['www.loewe.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
684,aa_cvpmc_n,['.maisonmargiela.com'],Expires at 1890975316,Not secure,Not HTTP Only,1,1,0,0,0
685,syte_uuid,['www.garageclothing.com'],Expires at 1764745245,Not secure,Not HTTP Only,1,0,1,0,0
686,as_dc,['.apple.com'],Expires at 1733209242,Secure,Not HTTP Only,1,0,0,1,0
687,_ga_T7HS3TVJBM,['.uniqlo.com'],Expires at 1796278397,Not secure,Not HTTP Only,1,0,1,0,0
688,sm-bot-flag,['.sm.dell.com'],Does not expire,Secure,Not HTTP Only,1,0,0,1,0
689,Region,"['www.prada.com', 'www.miumiu.com']",Expires at 1733212771,Secure,HTTP Only,2,2,0,0,0
690,ar_debug,"['cm.teads.tv', '.pinterest.com', '.creativecdn.com', '.pinterest.com', '.pinterest.com', '.creativecdn.com', '.pinterest.com', '.creativecdn.com', '.pinterest.com', '.creativecdn.com', '.pinterest.com', '.creativecdn.com', '.pinterest.com']",Expires at 1764744446,Secure,HTTP Only,13,1,11,1,0
691,SID,['.bestbuy.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
692,_ga_6HNS7HR53T,['.valentino.com'],Expires at 1796279683,Not secure,Not HTTP Only,1,1,0,0,0
693,mk_epub,['.apple.com'],Does not expire,Secure,Not HTTP Only,1,0,0,1,0
694,t_v2_s,['.affirm.com'],Expires at 1796281034,Secure,HTTP Only,1,0,0,1,0
695,xmuuid,['.mi.com'],Expires at 1740983650,Not secure,Not HTTP Only,1,0,0,1,0
696,__cf_bm,"['.fonts.com', '.hermes.com', '.forever21.com', '.guess.com', '.yesstyle.com', '.t.co', '.cdn.506.io', '.curalate.com', '.freshchat.com', '.cdn.myshopapps.com', '.pacsun.com', '.vimeo.com', '.fonts.net', '.fonts.net', '.na.panasonic.com', '.hubspot.com', '.t.co', '.curalate.com', '.t.co', '.t.co', '.sitescdn.net', '.fonts.net']",Expires at 1733208326,Secure,HTTP Only,22,2,10,8,2
697,isg,['.aliexpress.us'],Expires at 1748759637,Secure,Not HTTP Only,1,0,1,0,0
698,SRCHD,['.bing.com'],Expires at 1796278352,Secure,Not HTTP Only,1,0,0,0,1
699,gig3pctest,"['.prada.com', '.cdc.prada.com']",Expires at 1733209185,Secure,Not HTTP Only,2,2,0,0,0
700,frontend,['mallapi-na.oneplus.com'],Expires at 1733294094,Secure,Not HTTP Only,1,0,0,1,0
701,refererstore,['.oneplus.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
702,sp,['.sspinc.io'],Expires at 1796280818,Secure,Not HTTP Only,1,1,0,0,0
703,mktrecipe,['.dell.com'],Expires at 1740982357,Secure,Not HTTP Only,1,0,0,1,0
704,cody_uuid,['www.glassons.com'],Expires at 1735803985,Secure,HTTP Only,1,0,1,0,0
705,s_pers,"['.asos.com', '.express.com']",Expires at 1827816297,Not secure,Not HTTP Only,2,0,2,0,0
706,test_cookie,"['.doubleclick.net', '.doubleclick.net', '.doubleclick.net', '.doubleclick.net', '.doubleclick.net', '.doubleclick.net', '.doubleclick.net', '.doubleclick.net', '.doubleclick.net']",Expires at 1733207668,Secure,HTTP Only,9,2,5,0,2
707,userCookie,['www2.hm.com'],Does not expire,Secure,Not HTTP Only,1,0,1,0,0
708,mxpim,['.mxptint.net'],Expires at 1796278401,Secure,Not HTTP Only,1,0,1,0,0
709,riv-detected-state,['rivian.com'],Expires at 1733211973,Secure,Not HTTP Only,1,0,0,0,1
710,browseSizeSchema,['www.asos.com'],Expires at 1764738001,Not secure,Not HTTP Only,1,0,1,0,0
711,AMCV_29C8F0CC540D9E5E0A4C98A1%40AdobeOrg,['.miniusa.com'],Expires at 1796283436,Not secure,Not HTTP Only,1,0,0,0,1
712,geocountry,['.asos.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
713,gvsC,['.maisonmargiela.com'],Does not expire,Not secure,Not HTTP Only,1,1,0,0,0
714,dw_cookies_selected_country,['www.showpo.com'],Expires at 1764747954,Secure,Not HTTP Only,1,0,1,0,0
715,MC1,['.microsoft.com'],Expires at 1764742285,Secure,Not HTTP Only,1,0,0,1,0
716,dwac_d2d37cb1ffcc443f3c48e5079e,['www.maisonmargiela.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
717,AMCV_C0137F6A52DEAFCC0A490D4C%40AdobeOrg,['.asos.com'],Expires at 1796274042,Not secure,Not HTTP Only,1,0,1,0,0
718,PHPSESSID,"['www.glassons.com', 'oauth2.razer.com']",Does not expire,Not secure,Not HTTP Only,2,0,1,1,0
719,OParams,['.login.live.com'],Does not expire,Secure,HTTP Only,1,0,0,1,0
720,celine_cookies_accepted,['www.celine.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
721,tag_user_id,['.guess.com'],Expires at 2144880000,Secure,Not HTTP Only,1,0,1,0,0
722,ANONCHK,['.c.clarity.ms'],Expires at 1733209224,Secure,Not HTTP Only,1,0,1,0,0
723,TOYOTANATIONAL_ENSIGHTEN_PRIVACY_MODAL_VIEWED,['.toyota.com'],Expires at 1764742443,Not secure,Not HTTP Only,1,0,0,0,1
724,s_inv,['.valentino.com'],Expires at 1733209480,Secure,Not HTTP Only,1,1,0,0,0
725,_psac_gdpr_consent_cookies,['.peugeot.com'],Expires at 1748936252,Secure,Not HTTP Only,1,0,0,0,1
726,dwanonymous_7a998a201ea03e02a64d7d384b8b564c,['www.maisonmargiela.com'],Expires at 1748760904,Secure,Not HTTP Only,1,1,0,0,0
727,subsite-prev-url,['www.lulus.com'],Does not expire,Secure,Not HTTP Only,1,0,1,0,0
728,initialTrafficSource,['.ferrari.com'],Expires at 1735627436,Not secure,Not HTTP Only,1,0,0,0,1
729,VISITOR_PRIVACY_METADATA,"['.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com', '.youtube.com']",Expires at 1748763401,Secure,HTTP Only,9,2,1,2,4
730,_pinterest_ct_ua,"['.ct.pinterest.com', '.ct.pinterest.com', '.ct.pinterest.com']",Expires at 1764744626,Secure,Not HTTP Only,3,0,3,0,0
731,bby_cbc_lb,['.bestbuy.com'],Expires at 1733208423,Not secure,Not HTTP Only,1,0,0,1,0
732,TARGETING_COOKIES,['www.glassons.com'],Expires at 1764747985,Secure,Not HTTP Only,1,0,1,0,0
733,AMCVS_970FAA6357F533BB0A495CC8%40AdobeOrg,['.logitech.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
734,sessionTrafficSource,['.www.showpo.com'],Expires at 1733213756,Not secure,Not HTTP Only,1,0,1,0,0
735,fv_v54,['.ford.com'],Expires at 1764738647,Not secure,Not HTTP Only,1,0,0,0,1
736,__cfruid,"['.www.off---white.com', '.ltwebstatic.com', '.razer.com']",Does not expire,Secure,HTTP Only,3,1,1,1,0
737,xnpe_01b95df8-92e2-11eb-beb3-f6c634eb685d,['api.e.nastygal.com'],Expires at 1827815812,Secure,Not HTTP Only,1,0,1,0,0
738,sid,"['www.ralphlauren.com', 'www.moncler.com', 'www.cartier.com', 'www.givenchy.com', 'www.bottegaveneta.com', 'www.celine.com', 'www.loewe.com', 'us.balmain.com', 'www.maisonmargiela.com', 'www.jimmychoo.com', 'us.jimmychoo.com', 'www.forever21.com', 'www.guess.com', 'www.boohoo.com', 'www.showpo.com', 'www.nastygal.com', 'cottonon.com', 'www.pacsun.com', 'www.garageclothing.com', 'www.bose.com', 'www.jbl.com']",Does not expire,Secure,Not HTTP Only,21,11,8,2,0
739,xm_geo,['.mi.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
740,_sp_ses.8072,['.balmain.com'],Expires at 1733210617,Secure,Not HTTP Only,1,1,0,0,0
741,_vwo_uuid,"['.acer.com', '.anker.com']",Expires at 1764765985,Not secure,Not HTTP Only,2,0,0,2,0
742,tracker_device_is_opt_in,['www.anker.com'],Expires at 1890889034,Not secure,Not HTTP Only,1,0,0,1,0
743,lux_uid,['www.bestbuy.com'],Expires at 1733209627,Not secure,Not HTTP Only,1,0,0,1,0
744,ali_apache_track,['.aliexpress.com'],Expires at 3880691288,Not secure,Not HTTP Only,1,0,1,0,0
745,_fs_ch_st_FSBmUei20MqUiJb9,"['www.abercrombie.com', 'www.hollisterco.com']",Expires at 1733208935,Not secure,HTTP Only,2,0,2,0,0
746,AMCVS_4DD80861515CAB990A490D45%40AdobeOrg,['.dell.com'],Does not expire,Secure,Not HTTP Only,1,0,0,1,0
747,_cs_s,"['.cartier.com', '.maxmara.com', '.hermes.com', '.valentino.com', '.ferragamo.com', '.asos.com']",Expires at 1733203857,Not secure,Not HTTP Only,6,5,1,0,0
748,unbxd.visit,['.express.com'],Expires at 1733210086,Secure,Not HTTP Only,1,0,1,0,0
749,kndctr_F6171253512D2B8C0A490D45_AdobeOrg_identity,['.lenovo.com'],Expires at 1767334712,Secure,Not HTTP Only,1,0,0,1,0
750,_ot_instance_id,['.mi.com'],Expires at 1767335648,Not secure,Not HTTP Only,1,0,0,1,0
751,dispatchSite,"['www.givenchy.com', 'www.loewe.com']",Expires at 1735800645,Secure,Not HTTP Only,2,2,0,0,0
752,aelastsite,['www.oneplus.com'],Expires at 1767767701,Not secure,Not HTTP Only,1,0,0,1,0
753,dwac_a26957c57ee3b43d904bdcc7d9,['www.maisonmargiela.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
754,_evga_836c,['.www.celine.com'],Expires at 1796280192,Secure,Not HTTP Only,1,1,0,0,0
755,_page_type_,['www.lenovo.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
756,aatToken,['www.anker.com'],Expires at 1733218642,Secure,Not HTTP Only,1,0,0,1,0
757,SS_SEARCH_PERSONALIZATION,['.anthropologie.com'],Expires at 1733208915,Not secure,Not HTTP Only,1,0,1,0,0
758,dwanonymous_3c96516478c33a12ebf223e921102926,['www.boohoo.com'],Expires at 1748758777,Secure,Not HTTP Only,1,0,1,0,0
759,AMCV_5F17123F5245B46D0A490D45%40AdobeOrg,['.express.com'],Expires at 1796280297,Not secure,Not HTTP Only,1,0,1,0,0
760,gpw_e24,['.oracle.com'],Expires at 1733210559,Not secure,Not HTTP Only,1,0,0,1,0
761,bm_s,"['.cartier.com', '.oracle.com']",Expires at 1735887159,Secure,HTTP Only,2,1,0,1,0
762,aws-waf-token,['.www.toyota.com'],Expires at 1733552046,Secure,Not HTTP Only,1,0,0,0,1
763,DYID,"['.dynamicyield.com', '.dynamicyield.com']",Expires at 1764744745,Secure,Not HTTP Only,2,0,2,0,0
764,subsiteID,['cottonon.com'],Expires at 1764744132,Secure,HTTP Only,1,0,1,0,0
765,akGD,['.dell.com'],Expires at 2177452799,Secure,Not HTTP Only,1,0,0,1,0
766,_attn_,"['www.oscardelarenta.com', 'www.guess.com', 'www.garageclothing.com', 'www.oneplus.com', 'www.anker.com']",Expires at 1766905044,Secure,Not HTTP Only,5,1,2,2,0
767,dwac_dd8bb26d284bc3d3b1c4e84925,['www.celine.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
768,_gat,"['.peppermayo.com', '.aliexpress.us', '.edikted.com', '.toshiba.com', '.hyundaiusa.com']",Expires at 1733207174,Not secure,Not HTTP Only,5,0,3,1,1
769,_hjSessionUser_3579170,['.peppermayo.com'],Expires at 1764747888,Secure,Not HTTP Only,1,0,1,0,0
770,_lu_ga,['.lulus.com'],Expires at 1796283916,Secure,Not HTTP Only,1,0,1,0,0
771,bm_lso,"['.cartier.com', '.oracle.com']",Expires at 1735800752,Not secure,Not HTTP Only,2,1,0,1,0
772,loyalty_signup_popup,['www.showpo.com'],Expires at 1733298354,Secure,Not HTTP Only,1,0,1,0,0
773,s_pltp,"['.valentino.com', '.audiusa.com']",Does not expire,Not secure,Not HTTP Only,2,1,0,0,1
774,_gcl_au,"['.lanvin.com', '.oscardelarenta.com', '.hermes.com', '.balmain.com', '.asos.com', '.asosglobal.com', '.uniqlo.com', '.guess.com', '.yesstyle.com', '.peppermayo.com', '.lulus.com', '.showpo.com', '.glassons.com', '.cottonon.com', '.edikted.com', '.mi.com', '.oneplus.com', '.anker.com', '.astonmartin.com', '.hyundaiusa.com', '.lamborghini.com', '.jeep.com', '.rivian.com']",Expires at 1740984368,Not secure,Not HTTP Only,23,4,11,3,5
775,_hjSession_2409562,['.showpo.com'],Expires at 1733213757,Secure,Not HTTP Only,1,0,1,0,0
776,MS0,['.microsoft.com'],Expires at 1733208085,Secure,Not HTTP Only,1,0,0,1,0
777,dw,"['www.ralphlauren.com', 'us.jimmychoo.com', 'cottonon.com']",Does not expire,Not secure,Not HTTP Only,3,2,1,0,0
778,dellinc!mboxPC,['.stt.dell.com'],Expires at 1796451156,Secure,HTTP Only,1,0,0,1,0
779,mboxtimeouts,['.dell.com'],Does not expire,Secure,Not HTTP Only,1,0,0,1,0
780,u,['.agkn.com'],Expires at 1764743103,Secure,Not HTTP Only,1,0,0,0,1
781,fv_v1_v10,['.ford.com'],Expires at 1764738647,Not secure,Not HTTP Only,1,0,0,0,1
782,AMCVS_49DBA42E58DE4C560A495C19%40AdobeOrg,['.valentino.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
783,urbn_country,['www.anthropologie.com'],Does not expire,Not secure,Not HTTP Only,1,0,1,0,0
784,__3idcontext,['.cdnwidget.com'],Expires at 1767420801,Secure,Not HTTP Only,1,0,1,0,0
785,aelreadersettings,['www.oneplus.com'],Expires at 1767767701,Not secure,Not HTTP Only,1,0,0,1,0
786,country_link,['www.miumiu.com'],Does not expire,Secure,Not HTTP Only,1,1,0,0,0
787,xnpe_bae6c690-92e1-11eb-b702-f6c634eb685d,['api.e.boohoo.com'],Expires at 1827814780,Secure,Not HTTP Only,1,0,1,0,0
788,corp#lang,['www.huawei.com'],Does not expire,Not secure,Not HTTP Only,1,0,0,1,0
789,s_nr,['.oracle.com'],Expires at 1735800759,Not secure,Not HTTP Only,1,0,0,1,0
790,AKA_A2,"['.gucci.com', '.prada.com', '.ysl.com', '.cartier.com', '.alexandermcqueen.com', '.maxmara.com', '.valentino.com', '.bottegaveneta.com', '.ferragamo.com', '.loewe.com', '.miumiu.com', '.jimmychoo.com', '.hm.com', '.boohoo.com', '.prettylittlething.com', '.aliexpress.us', '.aliexpress.com', '.nastygal.com', '.express.com', '.primark.com', '.samsung.com', '.lenovo.com', '.lg.com', '.amd.com', '.oracle.com', '.ford.com', '.honda.com', '.nissanusa.com', '.jeep.com', '.ramtrucks.com', '.chrysler.com', '.landroverusa.com', '.peugeot.com']",Expires at 1733215050,Secure,HTTP Only,33,12,8,5,8
791,CMPS,['.casalemedia.com'],Expires at 1740983130,Secure,Not HTTP Only,1,0,0,0,1
792,_td_global,['.in.treasuredata.com'],Expires at 1796279990,Not secure,Not HTTP Only,1,0,0,0,1
793,dwanonymous_e7b3c446ad7db88b13ef95061bfe40af,['www.jimmychoo.com'],Expires at 1748761415,Secure,Not HTTP Only,1,1,0,0,0
794,asos-b-sdv629,['.asos.com'],Expires at 1733223622,Not secure,Not HTTP Only,1,0,1,0,0
795,li_sugr,['.linkedin.com'],Expires at 1740985052,Secure,Not HTTP Only,1,0,0,1,0
796,ABTASTYANALYTICS,['www.maisonmargiela.com'],Expires at 1764744910,Not secure,Not HTTP Only,1,1,0,0,0
797,TC_PRIVACY_CPRA_CENTER,['.cartier.com'],Expires at 1766903009,Not secure,Not HTTP Only,1,1,0,0,0
798,_ga_H6H7S9V9E0,['.valentino.com'],Expires at 1796279685,Not secure,Not HTTP Only,1,1,0,0,0
799,Path,"['openapi.lenovo.com', 'openapi.lenovo.com', 'openapi.lenovo.com']",Does not expire,Secure,HTTP Only,3,0,0,3,0
800,ad-privacy,"['.amazon-adsystem.com', '.amazon-adsystem.com']",Expires at 1893481052,Secure,HTTP Only,2,0,0,2,0
801,_ga_SK8R8B77SR,['.oscardelarenta.com'],Expires at 1796284101,Not secure,Not HTTP Only,1,1,0,0,0
802,ssUserId,['.us.peppermayo.com'],Expires at 1764747886,Secure,Not HTTP Only,1,0,1,0,0
803,rxVisitor,"['.boohoo.com', '.prettylittlething.com', '.abercrombie.com', '.nastygal.com', '.hollisterco.com', '.www.bestbuy.com', '.ford.com', '.ferrari.com']",Does not expire,Not secure,Not HTTP Only,8,0,5,1,2
804,aa_prev_page,['.maisonmargiela.com'],Expires at 1733210716,Not secure,Not HTTP Only,1,1,0,0,0
805,is_internal,['www.acer.com'],Expires at 1733811822,Not secure,Not HTTP Only,1,0,0,1,0
806,akavpau_wwwexpcom,['.www.express.com'],Does not expire,Secure,HTTP Only,1,0,1,0,0
807,cookieyes-consent,['.razer.com'],Expires at 1764744007,Secure,Not HTTP Only,1,0,0,1,0
808,fpc,['login.microsoftonline.com'],Expires at 1735798283,Secure,HTTP Only,1,0,0,1,0
809,_sfid_e0f6,['.www.logitech.com'],Expires at 1796280842,Secure,Not HTTP Only,1,0,0,1,0
810,_scid_r,"['.uniqlo.com', '.showpo.com', '.glassons.com', '.cottonon.com', '.edikted.com', '.garageclothing.com', '.bose.com', '.anker.com', '.hyundaiusa.com']",Expires at 1767393817,Not secure,Not HTTP Only,9,0,6,2,1
811,_sfid_b182,['.www.lg.com'],Expires at 1796279167,Not secure,Not HTTP Only,1,0,0,1,0
812,_cfuvid,"['.fonts.com', '.missguided.com', '.pacsun.com', '.vimeo.com', '.na.panasonic.com', '.hubspot.com', '.maxmind.com', '.www.bose.com', '.affirm.com']",Does not expire,Secure,HTTP Only,9,1,3,5,0
813,guest_id,"['.twitter.com', '.twitter.com', '.twitter.com']",Expires at 1796281043,Secure,Not HTTP Only,3,0,0,3,0
814,tp,['.nvidia.com'],Does not expire,Secure,Not HTTP Only,1,0,0,1,0
815,dwnewsletter,['www.maisonmargiela.com'],Expires at 3029208904,Secure,HTTP Only,1,1,0,0,0
816,_sctr,"['.uniqlo.com', '.glassons.com', '.hyundaiusa.com']",Expires at 1767393829,Not secure,Not HTTP Only,3,0,2,0,1
817,cna,"['.alicdn.com', '.mmstat.com']",Expires at 2048567646,Secure,Not HTTP Only,2,0,2,0,0
818,bm_sv,"['.gucci.com', '.prada.com', '.cartier.com', '.alexandermcqueen.com', '.givenchy.com', '.celine.com', '.ferragamo.com', '.loewe.com', '.miumiu.com', '.jimmychoo.com', '.hm.com', '.prettylittlething.com', '.express.com', '.primark.com', '.dell.com', '.hp.com', '.lenovo.com', '.acer.com', '.lg.com', '.nvidia.com', '.ford.com', '.nissanusa.com', '.jeep.com', '.dodge.com', '.ramtrucks.com', '.chrysler.com', '.miniusa.com']",Expires at 1733218634,Secure,Not HTTP Only,27,10,4,6,7
819,yslasturl,['.yesstyle.com'],Expires at 1735011866,Secure,Not HTTP Only,1,0,1,0,0
820,l_ab_ptd_new-relic-browser,['.lulus.com'],Expires at 1733298316,Secure,Not HTTP Only,1,0,1,0,0
821,gt_uid,['.ford.com'],Expires at 1764738679,Secure,Not HTTP Only,1,0,0,0,1
822,bp_welcome,['www.glassons.com'],Expires at 1748763985,Not secure,Not HTTP Only,1,0,1,0,0
